gcid                 end                  start                valid                duration             blocknum            
0                    3498580000.0         3497080000           0.0                  1500000.0            118                 
1                    3500080000.0         3497080000           0.0                  3000000.0            119                 
2                    3500080000.0         3498580000.0         0.0                  1500000.0            246                 
3                    3501580000.0         3497080000           0.0                  4500000.0            120                 
4                    3501580000.0         3500080000.0         0.0                  1500000.0            247                 
5                    3503080000.0         3497080000           0.0                  6000000.0            121                 
6                    3503080000.0         3500080000.0         0.0                  3000000.0            248                 
7                    3504580000.0         3497080000           0.0                  7500000.0            122                 
8                    3504580000.0         3501580000.0         0.0                  3000000.0            249                 
9                    3506080000.0         3497080000           0.0                  9000000.0            123                 
10                   3506080000.0         3501580000.0         0.0                  4500000.0            250                 
11                   3507580000.0         3497080000           0.0                  10500000.0           124                 
12                   3507580000.0         3503080000.0         0.0                  4500000.0            251                 
13                   3509080000.0         3497080000           0.0                  12000000.0           125                 
14                   3509080000.0         3503080000.0         0.0                  6000000.0            252                 
15                   3510580000.0         3504580000.0         0.0                  6000000.0            253                 
16                   3512080000.0         3510580000.0         0.0                  1500000.0            374                 
17                   3513580000.0         3510580000.0         0.0                  3000000.0            375                 
18                   3513580000.0         3512080000.0         0.0                  1500000.0            502                 
19                   3515080000.0         3510580000.0         0.0                  4500000.0            376                 
20                   3515080000.0         3513580000.0         0.0                  1500000.0            503                 
21                   3516580000.0         3510580000.0         0.0                  6000000.0            377                 
22                   3516580000.0         3513580000.0         0.0                  3000000.0            504                 
23                   3518080000.0         3510580000.0         0.0                  7500000.0            378                 
24                   3518080000.0         3515080000.0         0.0                  3000000.0            505                 
25                   3519580000.0         3510580000.0         0.0                  9000000.0            379                 
26                   3519580000.0         3515080000.0         0.0                  4500000.0            506                 
27                   3521080000.0         3510580000.0         0.0                  10500000.0           380                 
28                   3521080000.0         3516580000.0         0.0                  4500000.0            507                 
29                   3522580000.0         3510580000.0         0.0                  12000000.0           381                 
30                   3522580000.0         3516580000.0         0.0                  6000000.0            508                 
31                   3524080000.0         3518080000.0         0.0                  6000000.0            509                 
32                   3525580000.0         3524080000.0         0.0                  1500000.0            630                 
33                   3527080000.0         3524080000.0         0.0                  3000000.0            631                 
34                   3527080000.0         3525580000.0         0.0                  1500000.0            758                 
35                   3528580000.0         3524080000.0         0.0                  4500000.0            632                 
36                   3528580000.0         3527080000.0         0.0                  1500000.0            759                 
37                   3530080000.0         3524080000.0         0.0                  6000000.0            633                 
38                   3530080000.0         3527080000.0         0.0                  3000000.0            760                 
39                   3531580000.0         3524080000.0         0.0                  7500000.0            634                 
40                   3531580000.0         3528580000.0         0.0                  3000000.0            761                 
41                   3533080000.0         3524080000.0         0.0                  9000000.0            635                 
42                   3533080000.0         3528580000.0         0.0                  4500000.0            762                 
43                   3534580000.0         3524080000.0         0.0                  10500000.0           636                 
44                   3534580000.0         3530080000.0         0.0                  4500000.0            763                 
45                   3536080000.0         3524080000.0         0.0                  12000000.0           637                 
46                   3536080000.0         3530080000.0         0.0                  6000000.0            764                 
47                   3537580000.0         3531580000.0         0.0                  6000000.0            765                 
48                   3539080000.0         3537580000.0         0.0                  1500000.0            886                 
49                   3540580000.0         3537580000.0         0.0                  3000000.0            887                 
50                   3540580000.0         3539080000.0         0.0                  1500000.0            1014                
51                   3542080000.0         3537580000.0         0.0                  4500000.0            888                 
52                   3542080000.0         3540580000.0         0.0                  1500000.0            1015                
53                   3543580000.0         3537580000.0         0.0                  6000000.0            889                 
