gcid                 blocknum             valid                start                end                  duration            
0                    757                  0.0                  3529080000           3530980000.0         1900000.0           
1                    1013                 0.0                  3529080000           3530980000.0         1900000.0           
2                    117                  0.0                  3529080000           3530980000.0         1900000.0           
3                    373                  0.0                  3529080000           3531380000.0         2300000.0           
4                    501                  0.0                  3529080000           3531380000.0         2300000.0           
5                    629                  0.0                  3529080000           3531380000.0         2300000.0           
6                    885                  0.0                  3529080000           3531380000.0         2300000.0           
7                    245                  0.0                  3529080000           3531780000.0         2700000.0           
8                    118                  0.0                  3530980000.0         3532480000.0         1500000.0           
9                    374                  0.0                  3530980000.0         3532880000.0         1900000.0           
10                   502                  0.0                  3531380000.0         3532880000.0         1500000.0           
11                   630                  0.0                  3531380000.0         3532880000.0         1500000.0           
12                   758                  0.0                  3531380000.0         3532880000.0         1500000.0           
13                   886                  0.0                  3531380000.0         3532880000.0         1500000.0           
14                   246                  0.0                  3530980000.0         3533280000.0         2300000.0           
15                   1014                 0.0                  3531780000.0         3533280000.0         1500000.0           
16                   119                  0.0                  3533280000.0         3534780000.0         1500000.0           
17                   247                  0.0                  3533280000.0         3534780000.0         1500000.0           
18                   375                  0.0                  3533280000.0         3534780000.0         1500000.0           
19                   503                  0.0                  3533280000.0         3534780000.0         1500000.0           
20                   631                  0.0                  3533280000.0         3534780000.0         1500000.0           
21                   759                  0.0                  3533280000.0         3534780000.0         1500000.0           
22                   887                  0.0                  3533280000.0         3534780000.0         1500000.0           
23                   1015                 0.0                  3533280000.0         3534780000.0         1500000.0           
24                   120                  0.0                  3534780000.0         3536280000.0         1500000.0           
25                   248                  0.0                  3534780000.0         3536280000.0         1500000.0           
26                   376                  0.0                  3534780000.0         3536280000.0         1500000.0           
27                   504                  0.0                  3534780000.0         3536280000.0         1500000.0           
28                   632                  0.0                  3534780000.0         3536280000.0         1500000.0           
29                   760                  0.0                  3534780000.0         3536280000.0         1500000.0           
30                   888                  0.0                  3534780000.0         3536280000.0         1500000.0           
31                   1016                 0.0                  3534780000.0         3536280000.0         1500000.0           
32                   121                  0.0                  3536280000.0         3537780000.0         1500000.0           
33                   249                  0.0                  3536280000.0         3537780000.0         1500000.0           
34                   377                  0.0                  3536280000.0         3537780000.0         1500000.0           
35                   505                  0.0                  3536280000.0         3537780000.0         1500000.0           
36                   633                  0.0                  3536280000.0         3537780000.0         1500000.0           
37                   761                  0.0                  3536280000.0         3537780000.0         1500000.0           
38                   889                  0.0                  3536280000.0         3537780000.0         1500000.0           
39                   1017                 0.0                  3536280000.0         3537780000.0         1500000.0           
40                   122                  0.0                  3537780000.0         3539280000.0         1500000.0           
41                   250                  0.0                  3537780000.0         3539280000.0         1500000.0           
42                   378                  0.0                  3537780000.0         3539280000.0         1500000.0           
43                   506                  0.0                  3537780000.0         3539280000.0         1500000.0           
44                   634                  0.0                  3537780000.0         3539280000.0         1500000.0           
45                   762                  0.0                  3537780000.0         3539280000.0         1500000.0           
46                   890                  0.0                  3537780000.0         3539280000.0         1500000.0           
47                   1018                 0.0                  3537780000.0         3539280000.0         1500000.0           
48                   123                  0.0                  3539280000.0         3540780000.0         1500000.0           
49                   251                  0.0                  3539280000.0         3540780000.0         1500000.0           
50                   379                  0.0                  3539280000.0         3540780000.0         1500000.0           
51                   507                  0.0                  3539280000.0         3540780000.0         1500000.0           
52                   635                  0.0                  3539280000.0         3540780000.0         1500000.0           
53                   763                  0.0                  3539280000.0         3540780000.0         1500000.0           
54                   891                  0.0                  3539280000.0         3540780000.0         1500000.0           
55                   1019                 0.0                  3539280000.0         3540780000.0         1500000.0           
56                   124                  0.0                  3540780000.0         3542280000.0         1500000.0           
57                   252                  0.0                  3540780000.0         3542280000.0         1500000.0           
58                   380                  0.0                  3540780000.0         3542280000.0         1500000.0           
59                   508                  0.0                  3540780000.0         3542280000.0         1500000.0           
60                   636                  0.0                  3540780000.0         3542280000.0         1500000.0           
61                   764                  0.0                  3540780000.0         3542280000.0         1500000.0           
62                   892                  0.0                  3540780000.0         3542280000.0         1500000.0           
63                   1020                 0.0                  3540780000.0         3542280000.0         1500000.0           
64                   125                  0.0                  3542280000.0         3543780000.0         1500000.0           
65                   253                  0.0                  3542280000.0         3543780000.0         1500000.0           
66                   381                  0.0                  3542280000.0         3543780000.0         1500000.0           
67                   509                  0.0                  3542280000.0         3543780000.0         1500000.0           
68                   637                  0.0                  3542280000.0         3543780000.0         1500000.0           
69                   765                  0.0                  3542280000.0         3543780000.0         1500000.0           
70                   893                  0.0                  3542280000.0         3543780000.0         1500000.0           
71                   1021                 0.0                  3542280000.0         3543780000.0         1500000.0           
72                   628                  0.140625             3543780000.0         3553200000.0         9420000.0           
73                   116                  0.14453125           3543780000.0         3553420000.0         9640000.0           
74                   383                  0.16015625           3543780000.0         3554300000.0         10520000.0          
75                   756                  0.1484375            3543780000.0         3555120000.0         11340000.0          
76                   884                  0.1640625            3543780000.0         3555320000.0         11540000.0          
77                   500                  0.15625              3543780000.0         3555320000.0         11540000.0          
78                   244                  0.15625              3543780000.0         3555320000.0         11540000.0          
79                   1012                 0.15234375           3543780000.0         3555340000.0         11560000.0          
80                   255                  0.16796875           3555340000.0         3566300000.0         10960000.0          
81                   767                  0.16796875           3555340000.0         3566300000.0         10960000.0          
82                   127                  0.17578125           3555340000.0         3566740000.0         11400000.0          
83                   1023                 0.17578125           3555340000.0         3566740000.0         11400000.0          
84                   639                  0.1875               3555340000.0         3567400000.0         12060000.0          
85                   372                  0.1875               3555340000.0         3569120000.0         13780000.0          
86                   895                  0.1953125            3555340000.0         3569340000.0         14000000.0          
87                   511                  0.1953125            3555340000.0         3569740000.0         14400000.0          
88                   606                  0.203125             3567400000.0         3583340000.0         15940000.0          
89                   214                  0.23828125           3566300000.0         3584420000.0         18120000.0          
90                   743                  0.234375             3569120000.0         3585740000.0         16620000.0          
91                   367                  0.21875              3566740000.0         3585840000.0         19100000.0          
92                   973                  0.2109375            3569740000.0         3586340000.0         16600000.0          
93                   481                  0.2265625            3566740000.0         3586520000.0         19780000.0          
94                   77                   0.25390625           3566300000.0         3588260000.0         21960000.0          
95                   853                  0.234375             3569340000.0         3588760000.0         19420000.0          
96                   590                  0.21875              3588760000.0         3602580000.0         13820000.0          
97                   487                  0.2265625            3588760000.0         3603020000.0         14260000.0          
98                   748                  0.234375             3588760000.0         3603460000.0         14700000.0          
99                   844                  0.2421875            3588760000.0         3605140000.0         16380000.0          
100                  342                  0.234375             3588760000.0         3605180000.0         16420000.0          
101                  975                  0.2578125            3588760000.0         3605800000.0         17040000.0          
102                  213                  0.2578125            3588760000.0         3607900000.0         19140000.0          
103                  73                   0.2578125            3588760000.0         3608020000.0         19260000.0          
104                  341                  0.2421875            3603460000.0         3624300000.0         20840000.0          
105                  615                  0.21875              3605180000.0         3625140000.0         19960000.0          
106                  458                  0.234375             3605140000.0         3626880000.0         21740000.0          
107                  751                  0.23828125           3605800000.0         3627240000.0         21440000.0          
108                  88                   0.2578125            3602580000.0         3628800000.0         26220000.0          
109                  206                  0.26171875           3603020000.0         3629000000.0         25980000.0          
110                  989                  0.2578125            3608020000.0         3629140000.0         21120000.0          
111                  847                  0.25                 3607900000.0         3630720000.0         22820000.0          
112                  586                  0.234375             3630720000.0         3645420000.0         14700000.0          
113                  484                  0.234375             3630720000.0         3645420000.0         14700000.0          
