gcid                 blocknum             valid                start                end                  duration            
0                    106                  0.0                  4187880000           4189380000.0         1500000.0           
1                    233                  0.0                  4187880000           4189380000.0         1500000.0           
2                    745                  0.0                  4187880000           4189380000.0         1500000.0           
3                    1001                 0.0                  4187880000           4189380000.0         1500000.0           
4                    617                  0.0                  4187880000           4189780000.0         1900000.0           
5                    873                  0.0                  4187880000           4190180000.0         2300000.0           
6                    490                  0.0                  4187880000           4190580000.0         2700000.0           
7                    362                  0.0                  4187880000           4190580000.0         2700000.0           
8                    107                  0.0                  4189380000.0         4190880000.0         1500000.0           
9                    234                  0.0                  4189380000.0         4190880000.0         1500000.0           
10                   618                  0.0                  4189780000.0         4191280000.0         1500000.0           
11                   746                  0.0                  4190180000.0         4191680000.0         1500000.0           
12                   491                  0.0                  4189380000.0         4192080000.0         2700000.0           
13                   363                  0.0                  4189380000.0         4192080000.0         2700000.0           
14                   874                  0.0                  4190580000.0         4192080000.0         1500000.0           
15                   1002                 0.0                  4190580000.0         4192080000.0         1500000.0           
16                   108                  0.0                  4192080000.0         4193580000.0         1500000.0           
17                   235                  0.0                  4192080000.0         4193580000.0         1500000.0           
18                   364                  0.0                  4192080000.0         4193580000.0         1500000.0           
19                   492                  0.0                  4192080000.0         4193580000.0         1500000.0           
20                   619                  0.0                  4192080000.0         4193580000.0         1500000.0           
21                   747                  0.0                  4192080000.0         4193580000.0         1500000.0           
22                   875                  0.0                  4192080000.0         4193580000.0         1500000.0           
23                   1003                 0.0                  4192080000.0         4193580000.0         1500000.0           
24                   109                  0.0                  4193580000.0         4195080000.0         1500000.0           
25                   236                  0.0                  4193580000.0         4195080000.0         1500000.0           
26                   365                  0.0                  4193580000.0         4195080000.0         1500000.0           
27                   493                  0.0                  4193580000.0         4195080000.0         1500000.0           
28                   620                  0.0                  4193580000.0         4195080000.0         1500000.0           
29                   748                  0.0                  4193580000.0         4195080000.0         1500000.0           
30                   876                  0.0                  4193580000.0         4195080000.0         1500000.0           
31                   1004                 0.0                  4193580000.0         4195080000.0         1500000.0           
32                   110                  0.0                  4195080000.0         4196580000.0         1500000.0           
33                   237                  0.0                  4195080000.0         4196580000.0         1500000.0           
34                   366                  0.0                  4195080000.0         4196580000.0         1500000.0           
35                   494                  0.0                  4195080000.0         4196580000.0         1500000.0           
36                   621                  0.0                  4195080000.0         4196580000.0         1500000.0           
37                   749                  0.0                  4195080000.0         4196580000.0         1500000.0           
38                   877                  0.0                  4195080000.0         4196580000.0         1500000.0           
39                   1005                 0.0                  4195080000.0         4196580000.0         1500000.0           
40                   111                  0.0                  4196580000.0         4198080000.0         1500000.0           
41                   238                  0.0                  4196580000.0         4198080000.0         1500000.0           
42                   367                  0.0                  4196580000.0         4198080000.0         1500000.0           
43                   495                  0.0                  4196580000.0         4198080000.0         1500000.0           
44                   622                  0.0                  4196580000.0         4198080000.0         1500000.0           
45                   750                  0.0                  4196580000.0         4198080000.0         1500000.0           
46                   878                  0.0                  4196580000.0         4198080000.0         1500000.0           
47                   1006                 0.0                  4196580000.0         4198080000.0         1500000.0           
48                   112                  0.0                  4198080000.0         4199580000.0         1500000.0           
49                   239                  0.0                  4198080000.0         4199580000.0         1500000.0           
50                   368                  0.0                  4198080000.0         4199580000.0         1500000.0           
51                   496                  0.0                  4198080000.0         4199580000.0         1500000.0           
52                   623                  0.0                  4198080000.0         4199580000.0         1500000.0           
53                   751                  0.0                  4198080000.0         4199580000.0         1500000.0           
54                   879                  0.0                  4198080000.0         4199580000.0         1500000.0           
