gcid                 end                  start                valid                duration             blocknum            
0                    14404780000.0        14402880000          0.0                  1900000.0            330                 
1                    14405180000.0        14402880000          0.0                  2300000.0            815                 
2                    14406280000.0        14402880000          0.0                  3400000.0            332                 
3                    14406680000.0        14402880000          0.0                  3800000.0            822                 
4                    14406680000.0        14405180000.0        0.0                  1500000.0            1362                
5                    14407780000.0        14402880000          0.0                  4900000.0            408                 
6                    14407780000.0        14406280000.0        0.0                  1500000.0            1867                
7                    14408180000.0        14402880000          0.0                  5300000.0            831                 
8                    14409280000.0        14402880000          0.0                  6400000.0            442                 
9                    14409280000.0        14406680000.0        0.0                  2600000.0            1885                
10                   14409280000.0        14407780000.0        0.0                  1500000.0            2458                
11                   14409680000.0        14404780000.0        0.0                  4900000.0            863                 
12                   14410780000.0        14402880000          0.0                  7900000.0            466                 
13                   14410780000.0        14406680000.0        0.0                  4100000.0            1888                
14                   14410780000.0        14408180000.0        0.0                  2600000.0            2504                
15                   14412280000.0        14407780000.0        0.0                  4500000.0            1901                
16                   14413780000.0        14412280000.0        0.0                  1500000.0            2510                
17                   14413780000.0        14412280000.0        0.0                  1500000.0            2877                
18                   14413780000.0        14412280000.0        0.0                  1500000.0            3393                
19                   14413780000.0        14412280000.0        0.0                  1500000.0            3972                
20                   14415280000.0        14412280000.0        0.0                  3000000.0            2892                
21                   14415280000.0        14412280000.0        0.0                  3000000.0            3425                
22                   14415280000.0        14413780000.0        0.0                  1500000.0            3981                
23                   14416780000.0        14412280000.0        0.0                  4500000.0            2896                
24                   14416780000.0        14412280000.0        0.0                  4500000.0            3526                
25                   14416780000.0        14413780000.0        0.0                  3000000.0            4027                
26                   14417000000.0        14415280000.0        0.00390625           1720000.0            914                 
27                   14417000000.0        14415280000.0        0.00390625           1720000.0            1421                
28                   14417000000.0        14415280000.0        0.00390625           1720000.0            1840                
29                   14418280000.0        14413780000.0        0.0                  4500000.0            4038                
30                   14418700000.0        14416780000.0        0.00390625           1920000.0            2392                
31                   14419980000.0        14413780000.0        0.00390625           6200000.0            901                 
32                   14421700000.0        14419980000.0        0.00390625           1720000.0            3375                
33                   14421740000.0        14419980000.0        0.00390625           1760000.0            2454                
34                   14421760000.0        14419980000.0        0.00390625           1780000.0            2920                
35                   14423240000.0        14419980000.0        0.00390625           3260000.0            2446                
36                   14423260000.0        14419980000.0        0.00390625           3280000.0            2926                
37                   14423480000.0        14421760000.0        0.00390625           1720000.0            3547                
38                   14424740000.0        14419980000.0        0.00390625           4760000.0            2492                
39                   14424760000.0        14419980000.0        0.00390625           4780000.0            2851                
40                   14424980000.0        14423240000.0        0.00390625           1740000.0            3876                
41                   14426260000.0        14419980000.0        0.00390625           6280000.0            2931                
42                   14426440000.0        14421700000.0        0.00390625           4740000.0            3446                
43                   14426500000.0        14423260000.0        0.00390625           3240000.0            3890                
44                   14427960000.0        14421740000.0        0.00390625           6220000.0            3465                
45                   14428040000.0        14423480000.0        0.00390625           4560000.0            3994                
